2022-10-04 07:53,2022-10-04 09:53,class 2 truck
2022-10-28 07:36,2022-10-28 09:36,class 2 truck
2022-11-10 07:44,2022-11-10 09:44,class 2 truck
2022-10-30 15:24,2022-10-30 16:24,class 1 truck
2022-11-17 18:30,2022-11-17 19:00,compact
2022-11-15 18:29,2022-11-15 18:59,compact
2022-10-31 07:06,2022-10-31 07:36,compact
2022-11-08 18:30,2022-11-08 19:00,compact
2022-10-12 07:50,2022-10-12 09:50,class 2 truck
2022-10-30 07:36,2022-10-30 08:06,full-size
2022-10-06 08:49,2022-10-06 09:19,full-size
2022-10-27 15:10,2022-10-27 15:40,medium
2022-10-09 18:10,2022-10-09 18:40,medium
2022-11-10 18:28,2022-11-10 18:58,medium
2022-11-10 16:10,2022-11-10 16:40,compact
2022-10-11 18:30,2022-10-11 19:00,compact
2022-11-25 11:04,2022-11-25 11:34,compact
2022-10-04 14:48,2022-10-04 15:18,full-size
2022-11-05 17:14,2022-11-05 17:44,medium
2022-11-22 18:06,2022-11-22 19:06,class 1 truck
2022-10-08 16:37,2022-10-08 17:37,class 1 truck
2022-11-13 07:02,2022-11-13 09:02,class 2 truck
2022-11-09 18:05,2022-11-09 18:35,compact
2022-11-04 07:53,2022-11-04 09:53,class 2 truck
2022-10-21 14:09,2022-10-21 14:39,compact
2022-11-30 15:58,2022-11-30 16:58,class 1 truck
2022-11-30 07:58,2022-11-30 09:58,class 2 truck
2022-10-11 12:42,2022-10-11 13:42,class 1 truck
2022-11-01 18:20,2022-11-01 18:50,medium
2022-10-04 07:40,2022-10-04 08:10,full-size
2022-10-12 07:02,2022-10-12 07:32,medium
2022-10-21 07:39,2022-10-21 08:39,class 1 truck
2022-11-03 07:25,2022-11-03 09:25,class 2 truck
2022-11-18 17:50,2022-11-18 18:20,medium
2022-10-04 07:04,2022-10-04 07:34,full-size
2022-11-21 07:21,2022-11-21 09:21,class 2 truck
2022-10-06 08:21,2022-10-06 09:21,class 1 truck
2022-10-27 07:20,2022-10-27 09:20,class 2 truck
2022-10-23 13:41,2022-10-23 15:41,class 2 truck
2022-10-06 07:37,2022-10-06 08:07,medium
2022-11-15 07:50,2022-11-15 08:50,class 1 truck
2022-10-03 16:39,2022-10-03 17:09,full-size
2022-10-03 07:34,2022-10-03 08:04,full-size
2022-10-02 13:04,2022-10-02 13:34,full-size
2022-11-21 18:30,2022-11-21 19:00,medium
2022-10-31 13:19,2022-10-31 13:49,full-size
2022-10-16 18:02,2022-10-16 19:02,class 1 truck
2022-10-30 08:12,2022-10-30 10:12,class 2 truck
2022-11-11 09:08,2022-11-11 09:38,full-size
2022-10-23 08:09,2022-10-23 08:39,compact
2022-10-11 07:16,2022-10-11 07:46,full-size
2022-10-15 18:01,2022-10-15 18:31,full-size
2022-10-10 11:55,2022-10-10 12:25,compact
2022-10-24 17:27,2022-10-24 17:57,medium
2022-11-09 15:24,2022-11-09 15:54,medium
2022-10-31 18:26,2022-10-31 18:56,compact
2022-11-17 15:12,2022-11-17 15:42,full-size
2022-11-01 07:56,2022-11-01 08:26,medium
2022-11-10 15:50,2022-11-10 16:20,compact
2022-11-24 18:30,2022-11-24 19:00,medium
2022-11-29 16:19,2022-11-29 18:19,class 2 truck
2022-11-28 07:10,2022-11-28 07:40,full-size
2022-11-23 14:53,2022-11-23 15:23,medium
2022-10-10 09:12,2022-10-10 09:42,full-size
2022-11-15 18:18,2022-11-15 18:48,compact
2022-10-05 18:30,2022-10-05 19:00,medium
2022-11-29 07:03,2022-11-29 07:33,compact
2022-10-27 18:04,2022-10-27 18:34,medium
2022-10-14 18:22,2022-10-14 18:52,full-size
2022-11-29 16:59,2022-11-29 17:59,class 1 truck
2022-10-31 16:55,2022-10-31 17:25,medium
2022-10-20 18:30,2022-10-20 19:00,full-size
2022-10-02 07:01,2022-10-02 07:31,medium
2022-10-19 13:07,2022-10-19 15:07,class 2 truck
2022-10-05 07:25,2022-10-05 08:25,class 1 truck
2022-11-06 07:56,2022-11-06 08:26,full-size
2022-10-17 07:46,2022-10-17 08:46,class 1 truck
2022-10-02 14:12,2022-10-02 16:12,class 2 truck
2022-11-17 07:38,2022-11-17 08:08,compact
2022-11-01 07:04,2022-11-01 09:04,class 2 truck
2022-11-06 09:17,2022-11-06 09:47,medium
2022-11-22 10:30,2022-11-22 11:30,class 1 truck
2022-10-16 15:05,2022-10-16 15:35,full-size
2022-11-03 14:40,2022-11-03 15:10,compact
2022-11-01 17:12,2022-11-01 19:12,class 2 truck
2022-11-01 18:30,2022-11-01 19:00,full-size
2022-11-30 12:10,2022-11-30 14:10,class 2 truck
2022-10-12 07:33,2022-10-12 08:03,medium
2022-10-15 07:59,2022-10-15 09:59,class 2 truck
2022-10-14 18:30,2022-10-14 19:30,class 1 truck
2022-11-29 14:03,2022-11-29 14:33,medium
2022-10-06 18:08,2022-10-06 18:38,compact
2022-11-30 08:42,2022-11-30 09:12,compact
2022-10-12 17:19,2022-10-12 17:49,compact
2022-10-17 09:28,2022-10-17 09:58,full-size
2022-10-23 18:30,2022-10-23 19:30,class 1 truck
2022-10-31 07:42,2022-10-31 08:12,compact
2022-11-28 18:30,2022-11-28 19:00,full-size
2022-10-27 15:01,2022-10-27 15:31,compact
2022-10-21 07:14,2022-10-21 07:44,medium
2022-10-17 15:27,2022-10-17 15:57,medium
2022-11-19 07:23,2022-11-19 07:53,medium
2022-11-10 12:48,2022-11-10 13:18,compact
2022-11-06 16:49,2022-11-06 17:49,class 1 truck
2022-11-14 12:40,2022-11-14 13:10,medium
2022-11-21 18:30,2022-11-21 19:00,full-size
2022-10-13 07:55,2022-10-13 08:55,class 1 truck
2022-10-12 07:11,2022-10-12 09:11,class 2 truck
2022-10-07 12:09,2022-10-07 13:09,class 1 truck
2022-11-23 18:30,2022-11-23 19:30,class 1 truck
2022-11-29 07:31,2022-11-29 08:01,compact
2022-10-03 07:55,2022-10-03 08:25,compact
2022-11-08 07:31,2022-11-08 08:01,full-size
2022-10-13 07:32,2022-10-13 08:02,medium
2022-10-12 10:50,2022-10-12 11:50,class 1 truck
2022-10-28 18:30,2022-10-28 19:00,compact
2022-11-06 07:59,2022-11-06 09:59,class 2 truck
2022-10-09 07:16,2022-10-09 07:46,compact
2022-11-18 17:13,2022-11-18 17:43,compact
2022-10-14 07:24,2022-10-14 07:54,compact
2022-10-30 07:09,2022-10-30 09:09,class 2 truck
2022-11-13 09:57,2022-11-13 10:57,class 1 truck
2022-10-11 16:56,2022-10-11 17:26,full-size
2022-11-15 18:30,2022-11-15 19:00,full-size
2022-10-04 18:20,2022-10-04 18:50,compact
2022-11-12 18:27,2022-11-12 18:57,medium
2022-11-12 11:02,2022-11-12 11:32,compact
2022-11-23 11:57,2022-11-23 13:57,class 2 truck
2022-10-24 14:00,2022-10-24 14:30,compact
2022-10-11 07:53,2022-10-11 08:23,full-size
2022-11-14 07:07,2022-11-14 08:07,class 1 truck
2022-11-15 07:36,2022-11-15 09:36,class 2 truck
2022-10-19 14:03,2022-10-19 14:33,medium
2022-11-06 17:01,2022-11-06 19:01,class 2 truck
2022-11-23 12:52,2022-11-23 13:22,full-size
2022-11-06 11:15,2022-11-06 12:15,class 1 truck
2022-11-10 17:26,2022-11-10 17:56,compact
2022-11-12 18:13,2022-11-12 19:13,class 1 truck
2022-11-07 11:03,2022-11-07 11:33,compact
2022-11-07 07:24,2022-11-07 07:54,medium
2022-11-08 07:55,2022-11-08 08:25,full-size
2022-11-30 07:50,2022-11-30 09:50,class 2 truck
2022-10-12 10:37,2022-10-12 12:37,class 2 truck
2022-10-14 07:56,2022-10-14 08:26,compact
2022-10-06 09:30,2022-10-06 10:30,class 1 truck
2022-11-18 07:00,2022-11-18 07:30,full-size
2022-11-02 18:27,2022-11-02 18:57,compact
2022-11-09 09:35,2022-11-09 11:35,class 2 truck
2022-10-05 07:40,2022-10-05 08:40,class 1 truck
2022-10-04 07:28,2022-10-04 07:58,full-size
2022-11-15 07:09,2022-11-15 07:39,compact
2022-10-17 18:17,2022-10-17 19:17,class 1 truck
2022-10-27 07:21,2022-10-27 07:51,medium
2022-11-28 07:11,2022-11-28 08:11,class 1 truck
2022-10-15 18:23,2022-10-15 19:23,class 1 truck
2022-10-20 09:56,2022-10-20 10:26,compact
2022-11-21 07:38,2022-11-21 08:08,medium
2022-10-23 11:32,2022-10-23 13:32,class 2 truck
2022-11-12 18:30,2022-11-12 19:00,medium
2022-11-18 11:32,2022-11-18 13:32,class 2 truck
2022-11-29 07:36,2022-11-29 08:36,class 1 truck
2022-11-25 12:01,2022-11-25 12:31,compact
2022-11-25 18:01,2022-11-25 18:31,compact
2022-11-24 07:12,2022-11-24 08:12,class 1 truck
2022-11-29 09:49,2022-11-29 11:49,class 2 truck
2022-10-22 16:48,2022-10-22 18:48,class 2 truck
2022-10-20 08:51,2022-10-20 09:51,class 1 truck
2022-10-31 07:18,2022-10-31 07:48,full-size
2022-11-22 08:39,2022-11-22 09:09,compact
2022-10-22 07:13,2022-10-22 08:13,class 1 truck
2022-11-19 07:20,2022-11-19 08:20,class 1 truck
2022-10-25 17:36,2022-10-25 18:06,compact
2022-10-20 14:24,2022-10-20 14:54,medium
2022-10-16 11:28,2022-10-16 13:28,class 2 truck
2022-11-11 10:51,2022-11-11 11:21,full-size
2022-11-23 18:30,2022-11-23 19:30,class 1 truck
2022-10-05 07:51,2022-10-05 08:21,medium
2022-11-02 07:32,2022-11-02 09:32,class 2 truck
2022-10-10 07:20,2022-10-10 07:50,full-size
2022-10-08 10:27,2022-10-08 10:57,full-size
2022-10-08 17:16,2022-10-08 19:16,class 2 truck
2022-11-21 15:23,2022-11-21 15:53,medium
2022-10-09 07:25,2022-10-09 08:25,class 1 truck
2022-11-25 10:58,2022-11-25 11:28,compact
2022-10-05 12:32,2022-10-05 13:32,class 1 truck
2022-10-18 13:16,2022-10-18 15:16,class 2 truck
2022-10-15 07:27,2022-10-15 07:57,medium
2022-11-06 18:30,2022-11-06 19:00,full-size
2022-11-03 17:29,2022-11-03 18:29,class 1 truck
2022-11-21 18:30,2022-11-21 19:00,medium
2022-11-16 07:32,2022-11-16 08:02,full-size
2022-11-24 07:29,2022-11-24 07:59,compact
2022-11-25 07:46,2022-11-25 08:46,class 1 truck
2022-11-18 13:17,2022-11-18 14:17,class 1 truck
2022-10-21 18:09,2022-10-21 18:39,compact
2022-10-01 18:30,2022-10-01 19:00,full-size
2022-10-02 12:54,2022-10-02 14:54,class 2 truck
2022-10-23 18:27,2022-10-23 18:57,compact
2022-11-26 18:08,2022-11-26 19:08,class 1 truck
2022-11-02 07:42,2022-11-02 09:42,class 2 truck
2022-11-06 07:59,2022-11-06 08:29,compact
2022-10-23 14:28,2022-10-23 14:58,medium
2022-11-27 18:12,2022-11-27 18:42,medium
2022-11-05 07:18,2022-11-05 07:48,medium
2022-10-24 07:55,2022-10-24 08:55,class 1 truck
2022-10-08 14:06,2022-10-08 16:06,class 2 truck
2022-10-06 18:14,2022-10-06 18:44,full-size
2022-11-15 08:05,2022-11-15 09:05,class 1 truck
2022-10-08 15:00,2022-10-08 16:00,class 1 truck
2022-11-30 09:17,2022-11-30 11:17,class 2 truck
2022-10-25 11:37,2022-10-25 12:07,full-size
2022-11-11 17:28,2022-11-11 17:58,full-size
2022-10-26 08:37,2022-10-26 09:07,full-size
2022-10-04 16:49,2022-10-04 17:19,compact
2022-10-17 07:49,2022-10-17 08:19,medium
2022-11-11 07:44,2022-11-11 08:44,class 1 truck
2022-10-11 18:01,2022-10-11 18:31,medium
2022-10-22 18:13,2022-10-22 18:43,full-size
2022-10-10 07:13,2022-10-10 07:43,compact
2022-10-31 13:52,2022-10-31 14:22,compact
2022-11-22 07:39,2022-11-22 09:39,class 2 truck
2022-10-22 17:57,2022-10-22 19:57,class 2 truck
2022-11-07 17:21,2022-11-07 17:51,compact
2022-10-09 18:30,2022-10-09 19:30,class 1 truck
2022-10-12 09:24,2022-10-12 09:54,compact
2022-11-15 18:01,2022-11-15 18:31,full-size
2022-10-20 07:18,2022-10-20 07:48,full-size
2022-10-05 14:02,2022-10-05 15:02,class 1 truck
2022-11-01 17:40,2022-11-01 18:10,compact
2022-11-11 18:05,2022-11-11 18:35,full-size
2022-11-27 18:26,2022-11-27 18:56,compact
2022-10-20 11:03,2022-10-20 12:03,class 1 truck
2022-10-05 09:46,2022-10-05 11:46,class 2 truck
2022-10-09 18:30,2022-10-09 19:30,class 1 truck
2022-11-18 18:30,2022-11-18 19:00,full-size
2022-10-25 18:00,2022-10-25 18:30,full-size
2022-10-27 11:27,2022-10-27 11:57,compact
2022-10-16 18:30,2022-10-16 19:30,class 1 truck
2022-11-30 07:35,2022-11-30 08:05,medium
2022-11-28 09:48,2022-11-28 10:18,full-size
2022-11-03 07:56,2022-11-03 08:56,class 1 truck
2022-10-07 18:23,2022-10-07 18:53,full-size
2022-11-05 18:16,2022-11-05 18:46,compact
2022-11-11 07:16,2022-11-11 07:46,full-size
2022-11-28 07:36,2022-11-28 08:06,compact
2022-10-29 13:30,2022-10-29 14:00,compact
2022-10-21 07:48,2022-10-21 08:18,compact
2022-11-11 09:11,2022-11-11 11:11,class 2 truck
2022-11-06 07:55,2022-11-06 08:25,compact
2022-10-06 11:18,2022-10-06 11:48,full-size
2022-10-07 07:47,2022-10-07 08:17,full-size
2022-11-19 07:48,2022-11-19 09:48,class 2 truck
2022-10-08 14:49,2022-10-08 15:19,compact
2022-11-20 07:32,2022-11-20 08:02,medium
2022-11-24 18:30,2022-11-24 19:30,class 1 truck
2022-10-14 07:52,2022-10-14 08:22,compact
2022-10-29 08:26,2022-10-29 10:26,class 2 truck
2022-11-10 07:41,2022-11-10 08:11,full-size
2022-10-25 08:26,2022-10-25 08:56,medium
2022-11-19 08:35,2022-11-19 09:05,medium
2022-11-27 18:30,2022-11-27 19:30,class 1 truck
2022-11-17 13:40,2022-11-17 14:10,compact
2022-11-30 07:19,2022-11-30 08:19,class 1 truck
2022-10-25 17:04,2022-10-25 17:34,medium
2022-10-10 07:14,2022-10-10 07:44,full-size
2022-11-21 07:48,2022-11-21 08:18,full-size
2022-10-23 08:59,2022-10-23 09:59,class 1 truck
2022-10-03 13:51,2022-10-03 14:51,class 1 truck
2022-10-21 07:23,2022-10-21 08:23,class 1 truck
2022-10-09 07:17,2022-10-09 07:47,full-size
2022-11-25 18:29,2022-11-25 19:29,class 1 truck
2022-10-26 07:23,2022-10-26 07:53,full-size
2022-10-21 16:47,2022-10-21 17:17,full-size
2022-11-03 18:03,2022-11-03 18:33,full-size
2022-11-18 12:47,2022-11-18 13:47,class 1 truck
2022-11-20 18:30,2022-11-20 19:30,class 1 truck
2022-11-19 18:24,2022-11-19 18:54,medium
2022-11-24 15:10,2022-11-24 15:40,medium
2022-11-25 16:50,2022-11-25 17:20,compact
2022-10-09 18:30,2022-10-09 19:00,compact
2022-11-23 11:54,2022-11-23 12:24,compact
2022-11-21 15:06,2022-11-21 17:06,class 2 truck
2022-10-29 15:06,2022-10-29 15:36,full-size
2022-11-27 07:35,2022-11-27 09:35,class 2 truck
2022-10-15 18:20,2022-10-15 18:50,medium
2022-11-17 15:40,2022-11-17 16:10,full-size
2022-11-04 18:05,2022-11-04 18:35,compact
2022-11-19 07:03,2022-11-19 07:33,compact
2022-11-28 14:20,2022-11-28 14:50,full-size
2022-11-20 18:28,2022-11-20 19:28,class 1 truck
2022-10-06 07:13,2022-10-06 08:13,class 1 truck
2022-10-06 07:15,2022-10-06 08:15,class 1 truck
2022-11-01 07:17,2022-11-01 09:17,class 2 truck
2022-11-24 18:30,2022-11-24 19:00,full-size
2022-11-17 16:49,2022-11-17 18:49,class 2 truck
2022-10-24 10:36,2022-10-24 11:06,compact
2022-11-28 15:23,2022-11-28 15:53,full-size
2022-10-01 18:20,2022-10-01 18:50,compact
2022-10-13 08:55,2022-10-13 09:25,medium
2022-11-15 09:58,2022-11-15 10:28,compact
2022-11-18 07:21,2022-11-18 07:51,full-size
2022-11-14 07:54,2022-11-14 08:54,class 1 truck
2022-11-21 07:44,2022-11-21 08:44,class 1 truck
2022-11-12 07:42,2022-11-12 08:12,medium
2022-10-10 07:30,2022-10-10 08:00,compact
2022-11-05 08:26,2022-11-05 08:56,full-size
2022-10-03 10:37,2022-10-03 11:07,full-size
2022-10-22 18:30,2022-10-22 19:00,compact
2022-11-01 07:16,2022-11-01 07:46,full-size
2022-11-07 12:16,2022-11-07 14:16,class 2 truck
2022-10-12 15:38,2022-10-12 16:38,class 1 truck
2022-11-29 07:25,2022-11-29 09:25,class 2 truck
2022-10-29 07:23,2022-10-29 07:53,compact
2022-10-25 12:25,2022-10-25 14:25,class 2 truck
2022-11-11 11:39,2022-11-11 12:09,full-size
2022-11-04 07:42,2022-11-04 08:42,class 1 truck
2022-11-08 13:01,2022-11-08 15:01,class 2 truck
2022-11-16 09:48,2022-11-16 10:18,compact
2022-10-26 07:59,2022-10-26 09:59,class 2 truck
2022-11-13 13:23,2022-11-13 14:23,class 1 truck
2022-10-16 08:26,2022-10-16 10:26,class 2 truck
2022-10-14 07:10,2022-10-14 08:10,class 1 truck
2022-11-27 07:42,2022-11-27 08:12,medium
2022-10-02 18:15,2022-10-02 18:45,medium
2022-11-03 18:30,2022-11-03 19:00,compact
2022-11-27 18:30,2022-11-27 19:00,medium
2022-10-03 12:37,2022-10-03 13:07,compact
2022-10-26 18:30,2022-10-26 19:30,class 1 truck
2022-11-06 18:30,2022-11-06 19:00,full-size
2022-10-07 16:57,2022-10-07 17:27,compact
2022-11-25 13:06,2022-11-25 14:06,class 1 truck
2022-11-20 17:05,2022-11-20 19:05,class 2 truck
2022-11-16 14:53,2022-11-16 15:23,medium
2022-10-05 07:59,2022-10-05 08:29,compact
2022-11-20 10:38,2022-11-20 11:08,full-size
2022-11-10 07:21,2022-11-10 08:21,class 1 truck
2022-10-21 09:55,2022-10-21 10:55,class 1 truck
2022-11-11 07:11,2022-11-11 09:11,class 2 truck
2022-10-03 08:21,2022-10-03 08:51,medium
2022-11-17 15:47,2022-11-17 16:17,compact
2022-10-12 09:27,2022-10-12 10:27,class 1 truck
2022-10-12 13:47,2022-10-12 14:17,medium
2022-11-20 10:16,2022-11-20 10:46,medium
2022-10-21 08:44,2022-10-21 09:14,full-size
2022-11-19 07:28,2022-11-19 08:28,class 1 truck
2022-10-12 10:03,2022-10-12 10:33,compact
2022-11-18 17:09,2022-11-18 17:39,compact
2022-10-02 14:16,2022-10-02 14:46,compact
2022-10-25 07:29,2022-10-25 08:29,class 1 truck
2022-11-09 07:14,2022-11-09 07:44,medium
2022-10-20 18:16,2022-10-20 19:16,class 1 truck
2022-10-29 07:42,2022-10-29 08:12,medium
2022-10-31 18:30,2022-10-31 19:00,compact
2022-10-14 18:23,2022-10-14 18:53,full-size
2022-10-26 07:27,2022-10-26 07:57,full-size
2022-10-14 07:11,2022-10-14 07:41,full-size
2022-10-05 07:19,2022-10-05 07:49,medium
2022-10-02 12:52,2022-10-02 14:52,class 2 truck
2022-11-10 18:29,2022-11-10 18:59,compact
2022-10-26 12:39,2022-10-26 13:09,medium
2022-10-13 07:08,2022-10-13 07:38,full-size
2022-11-22 11:52,2022-11-22 13:52,class 2 truck
2022-11-11 09:35,2022-11-11 10:05,compact
